Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2733340,-,-,-,40.72,-74.01,0,12,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Cloud Type,Clearsky GHI,Clearsky DHI,Clearsky DNI,Fill Flag
2020,1,1,1,35,0,0,0,4,2.9000000000000004,93.43,133.95,0.08,1003,4,0,0,0,0
2020,1,1,1,40,0,0,0,4,2.9000000000000004,93.43,134.89000000000001,0.08,1003,4,0,0,0,0
2020,1,1,1,45,0,0,0,4,2.9000000000000004,93.43,135.82,0.08,1003,4,0,0,0,0
2020,1,1,1,50,0,0,0,4,2.9000000000000004,93.43,136.76,0.08,1003,4,0,0,0,0
2020,1,1,1,55,0,0,0,3.9000000000000004,3,94.09,137.69,0.08,1003,4,0,0,0,0
2020,1,1,2,0,0,0,0,3.9000000000000004,3,94.09,138.62,0.08,1003,4,0,0,0,0
2020,1,1,2,5,0,0,0,3.9000000000000004,3,94.09,139.55,0.08,1003,4,0,0,0,0
2020,1,1,2,10,0,0,0,3.8000000000000003,3,94.75,140.47,0.08,1003,4,0,0,0,0
2020,1,1,2,15,0,0,0,3.7,3.1,95.42,141.39000000000001,0.08,1003,4,0,0,0,0
2020,1,1,2,20,0,0,0,3.7,3.1,95.42,142.31,0.08,1003,4,0,0,0,0
2020,1,1,2,25,0,0,0,3.6,3.1,96.09,143.22,0.08,1003,4,0,0,0,0
2020,1,1,2,30,0,0,0,3.6,3.2,96.09,144.12,0.08,1003,4,0,0,0,0
2020,1,1,2,35,0,0,0,3.5,3.2,90.06,145.02,0.08,1003,4,0,0,0,0
2020,1,1,2,40,0,0,0,3.5,3.2,90.06,145.91,0.08,1003,4,0,0,0,0
2020,1,1,2,45,0,0,0,3.4000000000000004,3.3000000000000003,90.7,146.79,0.08,1003,4,0,0,0,0
2020,1,1,2,50,0,0,0,3.4000000000000004,3.3000000000000003,90.7,147.67000000000002,0.08,1003,4,0,0,0,0
2020,1,1,2,55,0,0,0,3.3000000000000003,3.3000000000000003,91.34,148.53,0.08,1003,4,0,0,0,0
2020,1,1,3,0,0,0,0,3.3000000000000003,3.3000000000000003,91.34,149.39000000000001,0.08,1003,4,0,0,0,0
2020,1,1,3,5,0,0,0,3.2,3.3000000000000003,91.99,150.23,0.08,1003,4,0,0,0,0
2020,1,1,3,10,0,0,0,3.1,3.3000000000000003,92.64,151.06,0.08,1003,4,0,0,0,0
2020,1,1,3,15,0,0,0,3,3.3000000000000003,93.3,151.88,0.08,1003,4,0,0,0,0
2020,1,1,3,20,0,0,0,3,3.3000000000000003,93.3,152.69,0.08,1003,4,0,0,0,0
2020,1,1,3,25,0,0,0,2.9000000000000004,3.3000000000000003,93.96000000000001,153.48,0.08,1003,4,0,0,0,0
2020,1,1,3,30,0,0,0,2.8000000000000003,3.3000000000000003,94.62,154.25,0.08,1003,4,0,0,0,0
2020,1,1,3,35,0,0,0,2.7,3.3000000000000003,86.44,155,0.08,1003,4,0,0,0,0
2020,1,1,3,40,0,0,0,2.7,3.3000000000000003,86.44,155.73,0.08,1003,4,0,0,0,0
2020,1,1,3,45,0,0,0,2.6,3.3000000000000003,87.06,156.43,0.08,1003,4,0,0,0,0
2020,1,1,3,50,0,0,0,2.5,3.3000000000000003,87.68,157.11,0.08,1003,4,0,0,0,0
2020,1,1,3,55,0,0,0,2.5,3.3000000000000003,87.68,157.76,0.08,1003,4,0,0,0,0
2020,1,1,4,0,0,0,0,2.4000000000000004,3.3000000000000003,88.3,158.38,0.08,1003,4,0,0,0,0
2020,1,1,4,5,0,0,0,2.3000000000000003,3.3000000000000003,88.93,158.97,0.08,1003,4,0,0,0,0
2020,1,1,4,10,0,0,0,2.3000000000000003,3.3000000000000003,88.93,159.52,0.08,1003,4,0,0,0,0
2020,1,1,4,15,0,0,0,2.2,3.3000000000000003,89.57000000000001,160.03,0.08,1003,4,0,0,0,0
2020,1,1,4,20,0,0,0,2.2,3.3000000000000003,89.57000000000001,160.5,0.08,1003,4,0,0,0,0
2020,1,1,4,25,0,0,0,2.1,3.3000000000000003,90.21000000000001,160.92000000000002,0.08,1003,4,0,0,0,0
2020,1,1,4,30,0,0,0,2.1,3.3000000000000003,90.21000000000001,161.29,0.08,1003,4,0,0,0,0
2020,1,1,4,35,0,0,0,2,3.2,87.02,161.61,0.08,1003,4,0,0,0,0
2020,1,1,4,40,0,0,0,1.9000000000000001,3.2,87.64,161.87,0.08,1003,4,0,0,0,0
2020,1,1,4,45,0,0,0,1.9000000000000001,3.2,87.64,162.07,0.08,1003,4,0,0,0,0
2020,1,1,4,50,0,0,0,1.8,3.2,88.27,162.22,0.08,1003,4,0,0,0,0
2020,1,1,4,55,0,0,0,1.8,3.2,88.27,162.3,0.08,1003,4,0,0,0,0
2020,1,1,5,0,0,0,0,1.7000000000000002,3.2,88.9,162.32,0.08,1003,4,0,0,0,0
2020,1,1,5,5,0,0,0,1.7000000000000002,3.2,88.9,162.28,0.08,1003,4,0,0,0,0
2020,1,1,5,10,0,0,0,1.6,3.2,89.54,162.18,0.08,1003,4,0,0,0,0
2020,1,1,5,15,0,0,0,1.6,3.2,89.54,162.01,0.08,1003,4,0,0,0,0
2020,1,1,5,20,0,0,0,1.6,3.2,89.54,161.79,0.08,1003,4,0,0,0,0
2020,1,1,5,25,0,0,0,1.5,3.2,90.18,161.51,0.08,1003,4,0,0,0,0
2020,1,1,5,30,0,0,0,1.5,3.2,90.18,161.17000000000002,0.08,1003,4,0,0,0,0
2020,1,1,5,35,0,0,0,1.4000000000000001,3.2,88.59,160.79,0.08,1003,4,0,0,0,0
2020,1,1,5,40,0,0,0,1.4000000000000001,3.2,88.59,160.35,0.08,1003,4,0,0,0,0
2020,1,1,5,45,0,0,0,1.4000000000000001,3.2,88.59,159.87,0.08,1003,4,0,0,0,0
2020,1,1,5,50,0,0,0,1.3,3.2,89.22,159.35,0.08,1003,4,0,0,0,0
2020,1,1,5,55,0,0,0,1.3,3.2,89.22,158.79,0.08,1003,4,0,0,0,0
2020,1,1,6,0,0,0,0,1.2000000000000002,3.2,89.86,158.19,0.08,1003,4,0,0,0,0
2020,1,1,6,5,0,0,0,1.2000000000000002,3.2,89.86,157.56,0.08,1003,4,0,0,0,0
2020,1,1,6,10,0,0,0,1.2000000000000002,3.2,89.86,156.9,0.08,1003,4,0,0,0,0
2020,1,1,6,15,0,0,0,1.1,3.2,90.51,156.21,0.08,1003,4,0,0,0,0
2020,1,1,6,20,0,0,0,1.1,3.2,90.51,155.49,0.08,1003,4,0,0,0,0
2020,1,1,6,25,0,0,0,1,3.2,91.16,154.76,0.08,1003,4,0,0,0,0
2020,1,1,6,30,0,0,0,1,3.2,91.16,154,0.08,1003,4,0,0,0,0
2020,1,1,6,35,0,0,0,1,3.2,89.23,153.22,0.08,1003,4,0,0,0,0
2020,1,1,6,40,0,0,0,0.9,3.2,89.96000000000001,152.43,0.08,1004,4,0,0,0,0
2020,1,1,6,45,0,0,0,0.9,3.2,89.96000000000001,151.62,0.08,1004,4,0,0,0,0
2020,1,1,6,50,0,0,0,0.9,3.2,89.96000000000001,150.8,0.08,1004,4,0,0,0,0
2020,1,1,6,55,0,0,0,0.8,3.2,90.61,149.96,0.08,1004,4,0,0,0,0
2020,1,1,7,0,0,0,0,0.8,3.2,90.61,149.11,0.08,1004,4,0,0,0,0
2020,1,1,7,5,0,0,0,0.7000000000000001,3.2,91.27,148.26,0.08,1004,4,0,0,0,0
2020,1,1,7,10,0,0,0,0.7000000000000001,3.2,91.27,147.39000000000001,0.08,1004,4,0,0,0,0
2020,1,1,7,15,0,0,0,0.7000000000000001,3.2,91.27,146.51,0.08,1004,4,0,0,0,0
2020,1,1,7,20,0,0,0,0.7000000000000001,3.2,91.27,145.62,0.08,1004,4,0,0,0,0
2020,1,1,7,25,0,0,0,0.6000000000000001,3.2,91.93,144.73,0.08,1004,4,0,0,0,0
2020,1,1,7,30,0,0,0,0.6000000000000001,3.2,91.93,143.83,0.08,1004,4,0,0,0,0
2020,1,1,7,35,0,0,0,0.6000000000000001,3.2,90.41,142.92000000000002,0.08,1004,4,0,0,0,0
2020,1,1,7,40,0,0,0,0.5,3.2,91.07000000000001,142.01,0.08,1004,4,0,0,0,0
2020,1,1,7,45,0,0,0,0.5,3.2,91.07000000000001,141.1,0.08,1004,4,0,0,0,0
2020,1,1,7,50,0,0,0,0.5,3.2,91.07000000000001,140.18,0.08,1004,4,0,0,0,0
2020,1,1,7,55,0,0,0,0.5,3.2,91.07000000000001,139.25,0.08,1004,4,0,0,0,0
2020,1,1,8,0,0,0,0,0.4,3.2,91.73,138.32,0.08,1004,7,0,0,0,0
2020,1,1,8,5,0,0,0,0.4,3.2,91.73,137.39000000000001,0.08,1004,7,0,0,0,0
2020,1,1,8,10,0,0,0,0.4,3.2,91.73,136.46,0.08,1004,7,0,0,0,0
2020,1,1,8,15,0,0,0,0.4,3.2,91.73,135.52,0.08,1004,7,0,0,0,0
2020,1,1,8,20,0,0,0,0.4,3.2,91.73,134.58,0.08,1004,7,0,0,0,0
2020,1,1,8,25,0,0,0,0.4,3.2,91.73,133.64000000000001,0.08,1004,7,0,0,0,0
2020,1,1,8,30,0,0,0,0.30000000000000004,3.3000000000000003,92.39,132.7,0.08,1004,7,0,0,0,0
2020,1,1,8,35,0,0,0,0.30000000000000004,3.3000000000000003,90.68,131.76,0.08,1004,7,0,0,0,0
2020,1,1,8,40,0,0,0,0.30000000000000004,3.3000000000000003,90.68,130.81,0.08,1004,7,0,0,0,0
2020,1,1,8,45,0,0,0,0.30000000000000004,3.3000000000000003,90.68,129.86,0.08,1004,6,0,0,0,0
2020,1,1,8,50,0,0,0,0.30000000000000004,3.3000000000000003,90.68,128.92000000000002,0.08,1004,7,0,0,0,0
2020,1,1,8,55,0,0,0,0.30000000000000004,3.3000000000000003,90.68,127.97,0.08,1004,7,0,0,0,0
2020,1,1,9,0,0,0,0,0.30000000000000004,3.3000000000000003,90.68,127.02,0.08,1004,7,0,0,0,0
2020,1,1,9,5,0,0,0,0.30000000000000004,3.3000000000000003,90.68,126.08,0.08,1004,7,0,0,0,0
2020,1,1,9,10,0,0,0,0.30000000000000004,3.3000000000000003,90.68,125.13000000000001,0.08,1004,7,0,0,0,0
2020,1,1,9,15,0,0,0,0.30000000000000004,3.3000000000000003,90.68,124.18,0.08,1004,8,0,0,0,0
2020,1,1,9,20,0,0,0,0.30000000000000004,3.4000000000000004,90.68,123.24000000000001,0.08,1004,7,0,0,0,0
2020,1,1,9,25,0,0,0,0.30000000000000004,3.4000000000000004,90.68,122.29,0.08,1004,8,0,0,0,0
2020,1,1,9,30,0,0,0,0.30000000000000004,3.4000000000000004,90.68,121.35000000000001,0.08,1004,4,0,0,0,0
2020,1,1,9,35,0,0,0,0.30000000000000004,3.4000000000000004,88.42,120.4,0.08,1004,4,0,0,0,0
2020,1,1,9,40,0,0,0,0.30000000000000004,3.4000000000000004,88.42,119.46000000000001,0.08,1004,4,0,0,0,0
2020,1,1,9,45,0,0,0,0.30000000000000004,3.4000000000000004,88.42,118.52,0.08,1004,4,0,0,0,0
2020,1,1,9,50,0,0,0,0.30000000000000004,3.4000000000000004,88.42,117.58,0.08,1004,4,0,0,0,0
2020,1,1,9,55,0,0,0,0.30000000000000004,3.4000000000000004,88.42,116.64,0.08,1004,8,0,0,0,0
2020,1,1,10,0,0,0,0,0.30000000000000004,3.4000000000000004,88.42,115.71000000000001,0.08,1004,8,0,0,0,0
2020,1,1,10,5,0,0,0,0.30000000000000004,3.4000000000000004,88.42,114.77,0.08,1004,8,0,0,0,0
2020,1,1,10,10,0,0,0,0.30000000000000004,3.4000000000000004,88.42,113.84,0.08,1004,8,0,0,0,0
2020,1,1,10,15,0,0,0,0.30000000000000004,3.4000000000000004,88.42,112.91,0.08,1004,8,0,0,0,0
2020,1,1,10,20,0,0,0,0.4,3.5,87.78,111.98,0.08,1004,8,0,0,0,0
2020,1,1,10,25,0,0,0,0.4,3.5,87.78,111.06,0.08,1004,8,0,0,0,0
2020,1,1,10,30,0,0,0,0.4,3.5,87.78,110.13,0.08,1004,4,0,0,0,0
2020,1,1,10,35,0,0,0,0.4,3.5,86.11,109.22,0.08,1004,4,0,0,0,0
2020,1,1,10,40,0,0,0,0.4,3.5,86.11,108.3,0.08,1004,4,0,0,0,0
2020,1,1,10,45,0,0,0,0.4,3.5,86.11,107.39,0.08,1004,4,0,0,0,0
2020,1,1,10,50,0,0,0,0.4,3.5,86.11,106.48,0.08,1004,4,0,0,0,0
2020,1,1,10,55,0,0,0,0.4,3.5,86.11,105.57000000000001,0.08,1004,4,0,0,0,0
2020,1,1,11,0,0,0,0,0.4,3.5,86.11,104.67,0.08,1004,4,0,0,0,0
2020,1,1,11,5,0,0,0,0.4,3.5,86.11,103.77,0.08,1004,4,0,0,0,0
2020,1,1,11,10,0,0,0,0.4,3.5,86.11,102.87,0.08,1004,4,0,0,0,0
2020,1,1,11,15,0,0,0,0.4,3.5,86.11,101.98,0.08,1004,4,0,0,0,0
2020,1,1,11,20,0,0,0,0.4,3.5,86.11,101.09,0.08,1004,4,0,0,0,0
2020,1,1,11,25,0,0,0,0.4,3.6,86.11,100.21000000000001,0.08,1004,4,0,0,0,0
2020,1,1,11,30,0,0,0,0.4,3.6,86.19,99.33,0.08,1005,4,0,0,0,0
2020,1,1,11,35,0,0,0,0.4,3.6,84.66,98.46000000000001,0.08,1005,4,0,0,0,0
2020,1,1,11,40,0,0,0,0.30000000000000004,3.6,85.28,97.59,0.08,1005,4,0,0,0,0
2020,1,1,11,45,0,0,0,0.30000000000000004,3.6,85.28,96.73,0.08,1005,4,0,0,0,0
2020,1,1,11,50,0,0,0,0.30000000000000004,3.6,85.28,95.87,0.08,1005,4,0,0,0,0
2020,1,1,11,55,0,0,0,0.30000000000000004,3.6,85.28,95.02,0.08,1005,4,0,0,0,0
2020,1,1,12,0,0,0,0,0.30000000000000004,3.6,85.28,94.17,0.08,1005,4,0,0,0,0
2020,1,1,12,5,0,0,0,0.4,3.6,84.66,93.33,0.08,1005,4,0,0,0,0
2020,1,1,12,10,0,0,0,0.5,3.6,84.05,92.5,0.08,1005,4,0,0,0,0
2020,1,1,12,15,0,0,0,0.5,3.7,84.05,91.67,0.08,1005,4,0,0,0,0
2020,1,1,12,20,0,0,0,0.6000000000000001,3.7,83.45,90.85000000000001,0.08,1005,4,0,0,0,0
2020,1,1,12,25,0,0,0,0.7000000000000001,3.7,82.85000000000001,89.53,0.08,1005,4,0,0,0,7
2020,1,1,12,30,4,4,0,0.8,3.7,82.26,88.83,0.08,1005,4,15,12,126,7
2020,1,1,12,35,4,4,0,0.8,3.8000000000000003,83.88,88.10000000000001,0.08,1005,4,22,16,189,7
2020,1,1,12,40,6,6,0,0.9,3.8000000000000003,83.28,87.36,0.08,1005,4,30,19,238,7
2020,1,1,12,45,12,12,0,1,3.8000000000000003,82.68,86.61,0.08,1005,4,40,23,284,7
2020,1,1,12,50,16,16,0,1,3.8000000000000003,82.68,85.87,0.08,1005,4,50,26,326,7
2020,1,1,12,55,29,28,0,1.1,3.9000000000000004,82.09,85.12,0.08,1005,4,60,29,365,7
2020,1,1,13,0,37,37,0,1.2000000000000002,3.9000000000000004,81.59,84.38,0.08,1006,4,72,32,400,7
2020,1,1,13,5,47,47,1,1.3,3.9000000000000004,81,83.64,0.08,1006,4,83,35,433,7
2020,1,1,13,10,49,49,1,1.4000000000000001,4,80.43,82.91,0.08,1006,4,95,38,463,7
2020,1,1,13,15,44,44,0,1.5,4,79.85000000000001,82.18,0.08,1006,4,107,41,492,7
2020,1,1,13,20,41,40,0,1.6,4,79.28,81.47,0.08,1006,4,120,43,517,7
2020,1,1,13,25,45,45,0,1.7000000000000002,4,78.72,80.76,0.08,1006,4,132,45,541,7
2020,1,1,13,30,63,63,1,1.7000000000000002,4.1000000000000005,78.72,80.06,0.08,1006,4,144,47,563,7
2020,1,1,13,35,52,52,0,1.8,4.1000000000000005,77.48,79.37,0.08,1006,4,157,48,591,7
2020,1,1,13,40,42,42,0,1.9000000000000001,4.1000000000000005,76.93,78.69,0.08,1006,4,170,50,609,7
2020,1,1,13,45,46,46,0,2,4.2,76.38,78.02,0.08,1006,4,182,52,627,7
2020,1,1,13,50,49,49,0,2.1,4.2,75.84,77.36,0.08,1006,4,195,54,644,7
2020,1,1,13,55,45,45,0,2.2,4.2,75.3,76.71000000000001,0.08,1006,4,207,55,659,7
2020,1,1,14,0,44,44,0,2.3000000000000003,4.3,74.77,76.08,0.08,1006,4,219,57,673,7
2020,1,1,14,5,61,61,0,2.4000000000000004,4.3,74.24,75.45,0.08,1006,4,231,58,687,7
2020,1,1,14,10,70,70,0,2.4000000000000004,4.3,74.24,74.84,0.08,1006,4,242,59,699,0
2020,1,1,14,15,71,71,0,2.5,4.3,73.71000000000001,74.24,0.08,1006,4,254,61,711,0
2020,1,1,14,20,74,74,0,2.5,4.3,73.71000000000001,73.65,0.08,1006,4,265,62,722,0
2020,1,1,14,25,82,82,0,2.6,4.3,73.19,73.08,0.08,1006,4,276,63,732,0
2020,1,1,14,30,77,77,0,2.6,4.4,73.19,72.52,0.08,1006,4,286,64,742,0
2020,1,1,14,35,96,96,1,2.7,4.4,70.24,71.97,0.08,1006,4,299,62,765,0
2020,1,1,14,40,102,102,1,2.8000000000000003,4.4,69.75,71.44,0.08,1006,4,309,63,774,0
2020,1,1,14,45,123,122,2,2.8000000000000003,4.4,69.75,70.93,0.08,1006,4,319,64,782,0
2020,1,1,14,50,146,143,7,2.9000000000000004,4.4,69.25,70.42,0.08,1006,4,329,64,789,0
2020,1,1,14,55,154,151,8,2.9000000000000004,4.5,69.25,69.94,0.08,1006,4,338,65,796,0
2020,1,1,15,0,184,178,17,3,4.5,68.77,69.47,0.08,1006,4,347,66,802,0
2020,1,1,15,5,183,178,15,3,4.5,68.77,69.01,0.08,1006,4,356,67,809,0
2020,1,1,15,10,204,195,25,3.1,4.5,68.28,68.58,0.08,1006,4,364,67,814,0
2020,1,1,15,15,245,218,73,3.1,4.5,68.28,68.15,0.08,1006,4,373,68,820,0
2020,1,1,15,20,217,206,30,3.1,4.5,68.28,67.75,0.08,1006,4,381,68,825,0
2020,1,1,15,25,243,222,55,3.2,4.5,67.8,67.36,0.08,1006,4,388,69,829,0
2020,1,1,15,30,213,204,24,3.2,4.5,67.8,67,0.08,1006,4,395,69,834,0
2020,1,1,15,35,231,217,34,3.2,4.5,66.25,66.64,0.08,1006,4,401,71,831,0
2020,1,1,15,40,198,191,16,3.2,4.5,66.25,66.31,0.08,1006,4,407,72,835,0
2020,1,1,15,45,204,197,17,3.3000000000000003,4.5,65.79,66,0.08,1006,4,413,72,839,0
2020,1,1,15,50,205,198,17,3.3000000000000003,4.5,65.79,65.7,0.08,1006,4,419,73,842,0
2020,1,1,15,55,192,187,14,3.3000000000000003,4.5,65.79,65.43,0.08,1006,4,424,73,845,0
2020,1,1,16,0,182,179,7,3.4000000000000004,4.5,65.33,65.17,0.08,1006,4,429,73,848,0
2020,1,1,16,5,199,193,15,3.4000000000000004,4.5,65.33,64.94,0.08,1006,4,434,74,850,0
2020,1,1,16,10,229,218,25,3.4000000000000004,4.5,65.33,64.72,0.08,1006,4,438,74,852,0
2020,1,1,16,15,261,242,46,3.4000000000000004,4.5,65.33,64.52,0.08,1006,4,442,74,854,0
2020,1,1,16,20,276,250,61,3.4000000000000004,4.5,65.33,64.35,0.08,1006,4,445,74,856,0
2020,1,1,16,25,222,213,21,3.4000000000000004,4.5,65.33,64.19,0.08,1006,4,448,75,858,0
2020,1,1,16,30,225,215,22,3.5,4.5,64.87,64.06,0.08,1006,4,451,75,859,0
2020,1,1,16,35,138,137,1,3.5,4.5,63.980000000000004,63.940000000000005,0.08,1006,4,451,78,849,0
2020,1,1,16,40,60,60,0,3.5,4.5,63.980000000000004,63.85,0.08,1006,4,453,78,850,0
2020,1,1,16,45,135,134,0,3.5,4.5,63.980000000000004,63.78,0.08,1006,4,454,78,850,0
2020,1,1,16,50,86,86,0,3.5,4.5,63.980000000000004,63.730000000000004,0.08,1006,4,455,78,851,0
2020,1,1,16,55,54,54,0,3.5,4.5,63.980000000000004,63.7,0.08,1006,4,456,78,851,0
2020,1,1,17,0,78,78,0,3.6,4.5,63.53,63.690000000000005,0.08,1006,4,456,79,851,0
2020,1,1,17,5,93,93,0,3.6,4.5,63.53,63.7,0.08,1006,4,456,79,851,0
2020,1,1,17,10,60,60,0,3.6,4.5,63.53,63.74,0.08,1006,4,455,79,851,0
2020,1,1,17,15,86,86,0,3.6,4.5,63.53,63.79,0.08,1006,4,454,79,850,0
2020,1,1,17,20,96,96,0,3.6,4.4,63.53,63.870000000000005,0.08,1006,4,453,79,849,0
2020,1,1,17,25,107,107,0,3.6,4.4,63.53,63.96,0.08,1006,4,451,78,848,0
2020,1,1,17,30,98,98,0,3.6,4.4,63.53,64.08,0.08,1006,4,449,78,847,0
2020,1,1,17,35,88,88,0,3.6,4.4,63.620000000000005,64.22,0.08,1006,4,446,79,844,0
2020,1,1,17,40,57,57,0,3.6,4.4,63.620000000000005,64.38,0.08,1006,4,443,78,842,0
2020,1,1,17,45,48,48,0,3.6,4.4,63.620000000000005,64.56,0.08,1006,4,439,78,840,0
2020,1,1,17,50,38,38,0,3.6,4.4,63.620000000000005,64.76,0.08,1006,4,435,78,838,0
2020,1,1,17,55,47,47,0,3.6,4.4,63.620000000000005,64.98,0.08,1006,4,431,78,836,0
2020,1,1,18,0,57,57,0,3.6,4.4,63.620000000000005,65.22,0.08,1006,4,426,77,833,0
2020,1,1,18,5,65,65,0,3.6,4.4,63.620000000000005,65.48,0.08,1006,4,421,77,830,0
2020,1,1,18,10,57,57,0,3.6,4.4,63.620000000000005,65.76,0.08,1006,4,416,76,827,0
2020,1,1,18,15,87,87,0,3.6,4.3,63.620000000000005,66.06,0.08,1006,4,410,76,824,0
2020,1,1,18,20,112,112,0,3.5,4.3,64.07000000000001,66.37,0.08,1006,4,404,76,820,0
2020,1,1,18,25,69,69,0,3.5,4.3,64.07000000000001,66.71000000000001,0.08,1006,4,398,75,816,0
2020,1,1,18,30,54,54,0,3.5,4.3,64.07000000000001,67.06,0.08,1006,4,391,75,812,0
2020,1,1,18,35,70,70,0,3.5,4.3,64.84,67.44,0.08,1006,4,385,72,815,0
2020,1,1,18,40,56,56,0,3.5,4.3,64.84,67.83,0.08,1006,4,377,71,810,0
2020,1,1,18,45,64,64,0,3.5,4.3,64.84,68.23,0.08,1006,4,369,71,805,0
2020,1,1,18,50,53,53,0,3.5,4.2,64.84,68.66,0.08,1006,4,361,70,799,0
2020,1,1,18,55,63,63,0,3.5,4.2,64.84,69.10000000000001,0.08,1006,4,353,70,793,0
2020,1,1,19,0,59,59,0,3.5,4.2,64.84,69.56,0.08,1006,4,344,69,787,0
2020,1,1,19,5,55,55,0,3.4000000000000004,4.2,65.3,70.03,0.08,1006,4,335,68,780,0
2020,1,1,19,10,50,50,0,3.4000000000000004,4.2,65.3,70.52,0.08,1006,4,325,67,773,0
2020,1,1,19,15,36,36,0,3.3000000000000003,4.1000000000000005,65.76,71.02,0.08,1006,4,315,66,766,0
