Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2733340,-,-,-,40.72,-74.01,0,12,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Cloud Type,Clearsky GHI,Clearsky DHI,Clearsky DNI,Fill Flag
2021,1,1,2,55,0,0,0,0.2,2.7,87.36,148.43,0.08,1028,2,0,0,0,0
2021,1,1,3,0,0,0,0,0.1,2.7,87.99,149.29,0.08,1028,2,0,0,0,0
2021,1,1,3,5,0,0,0,0.1,2.7,87.99,150.13,0.08,1028,2,0,0,0,0
2021,1,1,3,10,0,0,0,0,2.7,88.63,150.96,0.08,1028,2,0,0,0,0
2021,1,1,3,15,0,0,0,0,2.7,88.63,151.78,0.08,1028,2,0,0,0,0
2021,1,1,3,20,0,0,0,0,2.7,88.63,152.59,0.08,1028,2,0,0,0,0
2021,1,1,3,25,0,0,0,-0.1,2.7,89.28,153.38,0.08,1028,2,0,0,0,0
2021,1,1,3,30,0,0,0,-0.1,2.8000000000000003,89.28,154.15,0.08,1028,2,0,0,0,0
2021,1,1,3,35,0,0,0,-0.2,2.8000000000000003,88.07000000000001,154.9,0.08,1028,2,0,0,0,0
2021,1,1,3,40,0,0,0,-0.2,2.8000000000000003,88.07000000000001,155.63,0.08,1028,2,0,0,0,0
2021,1,1,3,45,0,0,0,-0.2,2.8000000000000003,88.07000000000001,156.33,0.08,1028,2,0,0,0,0
2021,1,1,3,50,0,0,0,-0.30000000000000004,2.8000000000000003,88.71000000000001,157.01,0.08,1028,2,0,0,0,0
2021,1,1,3,55,0,0,0,-0.30000000000000004,2.8000000000000003,88.71000000000001,157.67000000000002,0.08,1028,2,0,0,0,0
2021,1,1,4,0,0,0,0,-0.30000000000000004,2.8000000000000003,88.71000000000001,158.29,0.08,1028,2,0,0,0,0
2021,1,1,4,5,0,0,0,-0.4,2.8000000000000003,89.36,158.88,0.08,1028,2,0,0,0,0
2021,1,1,4,10,0,0,0,-0.4,2.8000000000000003,89.36,159.43,0.08,1028,2,0,0,0,0
2021,1,1,4,15,0,0,0,-0.4,2.8000000000000003,89.36,159.94,0.08,1028,2,0,0,0,0
2021,1,1,4,20,0,0,0,-0.4,2.8000000000000003,89.36,160.41,0.08,1028,4,0,0,0,0
2021,1,1,4,25,0,0,0,-0.5,2.8000000000000003,90.01,160.83,0.08,1028,4,0,0,0,0
2021,1,1,4,30,0,0,0,-0.5,2.8000000000000003,90.01,161.20000000000002,0.08,1028,4,0,0,0,0
2021,1,1,4,35,0,0,0,-0.5,2.8000000000000003,89.25,161.53,0.08,1028,4,0,0,0,0
2021,1,1,4,40,0,0,0,-0.5,2.8000000000000003,89.25,161.79,0.08,1028,4,0,0,0,0
2021,1,1,4,45,0,0,0,-0.6000000000000001,2.8000000000000003,89.9,162,0.08,1028,4,0,0,0,0
2021,1,1,4,50,0,0,0,-0.6000000000000001,2.8000000000000003,89.9,162.15,0.08,1028,4,0,0,0,0
2021,1,1,4,55,0,0,0,-0.6000000000000001,2.8000000000000003,89.9,162.24,0.08,1028,4,0,0,0,0
2021,1,1,5,0,0,0,0,-0.6000000000000001,2.8000000000000003,89.9,162.26,0.08,1028,4,0,0,0,0
2021,1,1,5,5,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,162.23,0.08,1028,4,0,0,0,0
2021,1,1,5,10,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,162.13,0.08,1028,4,0,0,0,0
2021,1,1,5,15,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,161.97,0.08,1028,4,0,0,0,0
2021,1,1,5,20,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,161.75,0.08,1028,4,0,0,0,0
2021,1,1,5,25,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,161.47,0.08,1028,4,0,0,0,0
2021,1,1,5,30,0,0,0,-0.8,2.8000000000000003,91.22,161.14000000000001,0.08,1028,4,0,0,0,0
2021,1,1,5,35,0,0,0,-0.8,2.8000000000000003,91.09,160.76,0.08,1028,4,0,0,0,0
2021,1,1,5,40,0,0,0,-0.8,2.8000000000000003,91.09,160.33,0.08,1028,4,0,0,0,0
2021,1,1,5,45,0,0,0,-0.8,2.8000000000000003,91.18,159.85,0.08,1029,2,0,0,0,0
2021,1,1,5,50,0,0,0,-0.8,2.8000000000000003,91.18,159.33,0.08,1029,2,0,0,0,0
2021,1,1,5,55,0,0,0,-0.9,2.8000000000000003,91.85000000000001,158.77,0.08,1029,2,0,0,0,0
2021,1,1,6,0,0,0,0,-0.9,2.8000000000000003,91.85000000000001,158.18,0.08,1029,2,0,0,0,0
2021,1,1,6,5,0,0,0,-0.9,2.7,91.85000000000001,157.55,0.08,1029,2,0,0,0,0
2021,1,1,6,10,0,0,0,-0.9,2.7,91.85000000000001,156.89000000000001,0.08,1029,2,0,0,0,0
2021,1,1,6,15,0,0,0,-0.9,2.7,91.85000000000001,156.21,0.08,1029,4,0,0,0,0
2021,1,1,6,20,0,0,0,-1,2.7,92.52,155.5,0.08,1029,4,0,0,0,0
2021,1,1,6,25,0,0,0,-1,2.7,92.52,154.76,0.08,1029,2,0,0,0,0
2021,1,1,6,30,0,0,0,-1,2.6,92.52,154.01,0.08,1029,2,0,0,0,0
2021,1,1,6,35,0,0,0,-1,2.6,92.34,153.23,0.08,1029,2,0,0,0,0
2021,1,1,6,40,0,0,0,-1,2.6,92.34,152.44,0.08,1029,4,0,0,0,0
2021,1,1,6,45,0,0,0,-1.1,2.6,93.01,151.64000000000001,0.08,1029,4,0,0,0,0
2021,1,1,6,50,0,0,0,-1.1,2.6,93.01,150.81,0.08,1029,4,0,0,0,0
2021,1,1,6,55,0,0,0,-1.1,2.6,93.01,149.98,0.08,1029,4,0,0,0,0
2021,1,1,7,0,0,0,0,-1.1,2.5,93.01,149.13,0.08,1029,4,0,0,0,0
2021,1,1,7,5,0,0,0,-1.1,2.5,93.01,148.27,0.08,1029,4,0,0,0,0
2021,1,1,7,10,0,0,0,-1.1,2.5,93.01,147.41,0.08,1029,4,0,0,0,0
2021,1,1,7,15,0,0,0,-1.1,2.5,93.01,146.53,0.08,1029,4,0,0,0,0
2021,1,1,7,20,0,0,0,-1.1,2.5,93.01,145.65,0.08,1029,4,0,0,0,0
2021,1,1,7,25,0,0,0,-1.2000000000000002,2.5,93.7,144.75,0.08,1029,4,0,0,0,0
2021,1,1,7,30,0,0,0,-1.2000000000000002,2.4000000000000004,93.7,143.86,0.08,1029,4,0,0,0,0
2021,1,1,7,35,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,142.95000000000002,0.08,1029,4,0,0,0,0
2021,1,1,7,40,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,142.04,0.08,1029,4,0,0,0,0
2021,1,1,7,45,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,141.12,0.08,1029,4,0,0,0,0
2021,1,1,7,50,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,140.20000000000002,0.08,1029,4,0,0,0,0
2021,1,1,7,55,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,139.28,0.08,1029,4,0,0,0,0
2021,1,1,8,0,0,0,0,-1.2000000000000002,2.3000000000000003,93.48,138.35,0.08,1029,4,0,0,0,0
2021,1,1,8,5,0,0,0,-1.2000000000000002,2.3000000000000003,93.48,137.42000000000002,0.08,1029,4,0,0,0,0
2021,1,1,8,10,0,0,0,-1.2000000000000002,2.3000000000000003,93.48,136.49,0.08,1029,4,0,0,0,0
2021,1,1,8,15,0,0,0,-1.2000000000000002,2.3000000000000003,93.57000000000001,135.55,0.08,1030,4,0,0,0,0
2021,1,1,8,20,0,0,0,-1.2000000000000002,2.3000000000000003,93.57000000000001,134.61,0.08,1030,4,0,0,0,0
2021,1,1,8,25,0,0,0,-1.3,2.3000000000000003,94.26,133.67000000000002,0.08,1030,7,0,0,0,0
2021,1,1,8,30,0,0,0,-1.3,2.3000000000000003,94.26,132.73,0.08,1030,7,0,0,0,0
2021,1,1,8,35,0,0,0,-1.3,2.3000000000000003,94.04,131.79,0.08,1030,7,0,0,0,0
2021,1,1,8,40,0,0,0,-1.3,2.3000000000000003,94.04,130.84,0.08,1030,7,0,0,0,0
2021,1,1,8,45,0,0,0,-1.3,2.3000000000000003,94.04,129.9,0.08,1030,7,0,0,0,0
2021,1,1,8,50,0,0,0,-1.3,2.3000000000000003,94.04,128.95,0.08,1030,4,0,0,0,0
2021,1,1,8,55,0,0,0,-1.3,2.3000000000000003,94.04,128,0.08,1030,7,0,0,0,0
2021,1,1,9,0,0,0,0,-1.3,2.3000000000000003,94.04,127.05,0.08,1030,7,0,0,0,0
2021,1,1,9,5,0,0,0,-1.3,2.3000000000000003,94.04,126.11,0.08,1030,7,0,0,0,0
2021,1,1,9,10,0,0,0,-1.3,2.3000000000000003,94.04,125.16,0.08,1030,7,0,0,0,0
2021,1,1,9,15,0,0,0,-1.3,2.3000000000000003,94.04,124.21000000000001,0.08,1030,7,0,0,0,0
2021,1,1,9,20,0,0,0,-1.3,2.3000000000000003,94.04,123.27,0.08,1030,4,0,0,0,0
2021,1,1,9,25,0,0,0,-1.3,2.3000000000000003,94.04,122.32000000000001,0.08,1030,4,0,0,0,0
2021,1,1,9,30,0,0,0,-1.3,2.3000000000000003,94.04,121.38,0.08,1030,4,0,0,0,0
2021,1,1,9,35,0,0,0,-1.3,2.3000000000000003,93.85000000000001,120.43,0.08,1030,4,0,0,0,0
2021,1,1,9,40,0,0,0,-1.3,2.2,93.85000000000001,119.49000000000001,0.08,1030,4,0,0,0,0
2021,1,1,9,45,0,0,0,-1.3,2.2,93.85000000000001,118.55,0.08,1030,4,0,0,0,0
2021,1,1,9,50,0,0,0,-1.4000000000000001,2.2,94.54,117.61,0.08,1030,4,0,0,0,0
2021,1,1,9,55,0,0,0,-1.4000000000000001,2.2,94.63,116.67,0.08,1031,4,0,0,0,0
2021,1,1,10,0,0,0,0,-1.4000000000000001,2.2,94.63,115.73,0.08,1031,4,0,0,0,0
2021,1,1,10,5,0,0,0,-1.4000000000000001,2.2,94.63,114.8,0.08,1031,4,0,0,0,0
2021,1,1,10,10,0,0,0,-1.4000000000000001,2.2,94.63,113.87,0.08,1031,4,0,0,0,0
2021,1,1,10,15,0,0,0,-1.4000000000000001,2.2,94.63,112.94,0.08,1031,4,0,0,0,0
2021,1,1,10,20,0,0,0,-1.4000000000000001,2.2,94.63,112.01,0.08,1031,4,0,0,0,0
2021,1,1,10,25,0,0,0,-1.4000000000000001,2.2,94.63,111.08,0.08,1031,4,0,0,0,0
2021,1,1,10,30,0,0,0,-1.4000000000000001,2.2,94.63,110.16,0.08,1031,4,0,0,0,0
2021,1,1,10,35,0,0,0,-1.4000000000000001,2.2,94.48,109.24000000000001,0.08,1031,4,0,0,0,0
2021,1,1,10,40,0,0,0,-1.4000000000000001,2.2,94.48,108.32000000000001,0.08,1031,4,0,0,0,0
2021,1,1,10,45,0,0,0,-1.4000000000000001,2.2,94.48,107.41,0.08,1031,4,0,0,0,0
2021,1,1,10,50,0,0,0,-1.4000000000000001,2.2,94.48,106.5,0.08,1031,4,0,0,0,0
2021,1,1,10,55,0,0,0,-1.4000000000000001,2.2,94.48,105.59,0.08,1031,4,0,0,0,0
2021,1,1,11,0,0,0,0,-1.4000000000000001,2.2,94.48,104.69,0.08,1031,4,0,0,0,0
2021,1,1,11,5,0,0,0,-1.4000000000000001,2.2,94.48,103.79,0.08,1031,4,0,0,0,0
2021,1,1,11,10,0,0,0,-1.4000000000000001,2.2,94.48,102.89,0.08,1031,4,0,0,0,0
2021,1,1,11,15,0,0,0,-1.4000000000000001,2.2,94.48,102,0.08,1031,5,0,0,0,0
2021,1,1,11,20,0,0,0,-1.4000000000000001,2.2,94.48,101.11,0.08,1031,4,0,0,0,0
2021,1,1,11,25,0,0,0,-1.4000000000000001,2.2,94.48,100.23,0.08,1031,4,0,0,0,0
2021,1,1,11,30,0,0,0,-1.4000000000000001,2.2,94.48,99.35000000000001,0.08,1031,4,0,0,0,0
2021,1,1,11,35,0,0,0,-1.3,2.2,94.14,98.48,0.08,1031,4,0,0,0,0
2021,1,1,11,40,0,0,0,-1.3,2.2,94.14,97.61,0.08,1031,4,0,0,0,0
2021,1,1,11,45,0,0,0,-1.3,2.2,94.14,96.75,0.08,1031,4,0,0,0,0
2021,1,1,11,50,0,0,0,-1.3,2.2,94.14,95.89,0.08,1031,4,0,0,0,0
2021,1,1,11,55,0,0,0,-1.3,2.2,94.14,95.03,0.08,1031,4,0,0,0,0
2021,1,1,12,0,0,0,0,-1.3,2.3000000000000003,94.14,94.19,0.08,1031,4,0,0,0,0
2021,1,1,12,5,0,0,0,-1.1,2.3000000000000003,92.77,93.35000000000001,0.08,1031,4,0,0,0,0
2021,1,1,12,10,0,0,0,-1,2.3000000000000003,92.09,92.51,0.08,1031,4,0,0,0,0
2021,1,1,12,15,0,0,0,-0.9,2.4000000000000004,91.42,91.68,0.08,1031,4,0,0,0,0
2021,1,1,12,20,0,0,0,-0.7000000000000001,2.4000000000000004,90.10000000000001,90.86,0.08,1031,4,0,0,0,0
2021,1,1,12,25,0,0,0,-0.6000000000000001,2.4000000000000004,89.44,89.52,0.08,1031,5,0,0,0,7
2021,1,1,12,30,8,8,1,-0.5,2.5,88.79,88.82000000000001,0.08,1031,8,16,12,198,7
2021,1,1,12,35,13,13,1,-0.30000000000000004,2.5,91.78,88.10000000000001,0.08,1031,8,23,15,235,7
2021,1,1,12,40,20,20,2,-0.2,2.5,91.11,87.36,0.08,1031,8,32,19,288,7
2021,1,1,12,45,29,29,5,0,2.6,89.8,86.62,0.08,1031,8,42,22,336,7
2021,1,1,12,50,37,36,12,0.1,2.6,89.15,85.87,0.08,1031,8,53,25,381,7
2021,1,1,12,55,50,46,39,0.2,2.6,88.51,85.12,0.08,1031,8,64,28,421,7
2021,1,1,13,0,62,55,76,0.4,2.7,87.24,84.38,0.08,1031,8,76,31,457,7
2021,1,1,13,5,75,60,143,0.5,2.7,86.61,83.64,0.08,1031,8,88,33,490,7
2021,1,1,13,10,84,66,149,0.6000000000000001,2.7,85.99,82.91,0.08,1031,8,100,36,520,7
2021,1,1,13,15,77,71,39,0.7000000000000001,2.7,85.37,82.18,0.08,1031,7,113,38,548,0
2021,1,1,13,20,99,78,137,0.8,2.7,84.76,81.46000000000001,0.08,1031,7,124,40,564,0
2021,1,1,13,25,95,83,72,0.9,2.7,84.15,80.75,0.08,1031,7,137,42,587,0
2021,1,1,13,30,107,93,77,1,2.7,83.55,80.05,0.08,1031,7,149,44,609,0
2021,1,1,13,35,89,84,26,1.1,2.7,84.71000000000001,79.36,0.08,1031,7,162,47,625,0
2021,1,1,13,40,124,105,98,1.2000000000000002,2.7,84.11,78.68,0.08,1031,7,174,48,643,0
2021,1,1,13,45,140,110,143,1.3,2.7,83.51,78.01,0.08,1031,7,187,50,661,0
2021,1,1,13,50,156,111,206,1.4000000000000001,2.7,82.91,77.35000000000001,0.08,1031,8,200,51,677,0
2021,1,1,13,55,165,116,216,1.5,2.7,82.32000000000001,76.7,0.08,1031,8,212,53,692,0
2021,1,1,14,0,162,120,174,1.6,2.7,81.73,76.07000000000001,0.08,1031,8,224,54,706,0
2021,1,1,14,5,176,143,128,1.8,2.7,80.57000000000001,75.44,0.08,1031,4,236,55,719,0
2021,1,1,14,10,197,118,301,1.9000000000000001,2.7,80,74.83,0.08,1031,8,248,57,731,0
2021,1,1,14,15,226,107,439,2,2.7,79.43,74.23,0.08,1031,7,260,58,743,0
2021,1,1,14,20,214,125,316,2.1,2.7,78.87,73.64,0.08,1031,8,271,59,753,0
2021,1,1,14,25,198,149,167,2.3000000000000003,2.7,77.75,73.06,0.08,1031,8,282,60,764,0
2021,1,1,14,30,203,149,180,2.4000000000000004,2.7,77.2,72.5,0.08,1031,7,293,61,773,0
2021,1,1,14,35,222,151,230,2.5,2.7,75.43,71.95,0.08,1031,8,305,60,793,0
2021,1,1,14,40,205,157,151,2.6,2.7,74.9,71.42,0.08,1031,8,316,60,801,0
2021,1,1,14,45,230,150,244,2.7,2.7,74.37,70.9,0.08,1031,8,326,61,808,0
2021,1,1,14,50,257,152,312,2.9000000000000004,2.7,73.32000000000001,70.4,0.08,1031,8,336,62,816,0
2021,1,1,14,55,249,154,276,3,2.7,72.73,69.91,0.08,1030,8,345,63,823,0
2021,1,1,15,0,282,140,404,3.1,2.7,72.22,69.44,0.08,1030,8,355,63,829,0
2021,1,1,15,5,257,167,251,3.2,2.7,71.71000000000001,68.99,0.08,1030,7,363,64,835,0
2021,1,1,15,10,225,188,101,3.3000000000000003,2.7,71.21000000000001,68.55,0.08,1030,7,372,65,840,0
2021,1,1,15,15,256,196,161,3.3000000000000003,2.7,71.21000000000001,68.12,0.08,1030,7,378,65,838,0
2021,1,1,15,20,240,190,133,3.4000000000000004,2.6,70.71000000000001,67.72,0.08,1030,7,385,66,843,0
2021,1,1,15,25,236,193,112,3.5,2.6,70.21000000000001,67.33,0.08,1030,7,393,66,847,0
2021,1,1,15,30,215,189,67,3.5,2.6,70.21000000000001,66.96000000000001,0.08,1030,6,400,67,851,0
2021,1,1,15,35,190,174,40,3.6,2.6,68.7,66.61,0.08,1030,7,403,74,829,0
2021,1,1,15,40,204,185,46,3.7,2.6,68.22,66.27,0.08,1030,6,410,75,833,0
2021,1,1,15,45,184,172,31,3.7,2.5,68.22,65.96000000000001,0.08,1030,6,416,75,836,0
2021,1,1,15,50,185,175,24,3.8000000000000003,2.5,67.74,65.66,0.08,1030,6,422,76,840,0
2021,1,1,15,55,198,183,36,3.9000000000000004,2.5,67.2,65.38,0.08,1029,6,424,76,836,0
2021,1,1,16,0,147,143,12,3.9000000000000004,2.5,67.2,65.13,0.08,1029,6,429,76,839,0
2021,1,1,16,5,151,146,12,3.9000000000000004,2.4000000000000004,67.2,64.89,0.08,1029,6,434,77,842,0
2021,1,1,16,10,105,104,3,3.9000000000000004,2.4000000000000004,67.2,64.67,0.08,1029,6,438,77,844,0
2021,1,1,16,15,129,127,6,3.9000000000000004,2.4000000000000004,67.2,64.47,0.08,1029,6,442,78,846,0
2021,1,1,16,20,111,110,3,3.9000000000000004,2.3000000000000003,67.2,64.3,0.08,1029,6,445,78,848,0
2021,1,1,16,25,99,98,2,3.9000000000000004,2.3000000000000003,67.2,64.14,0.08,1029,6,446,78,844,0
2021,1,1,16,30,108,107,3,3.9000000000000004,2.2,67.2,64,0.08,1029,6,449,78,845,0
2021,1,1,16,35,114,113,3,3.9000000000000004,2.2,68.43,63.89,0.08,1029,6,446,86,818,0
2021,1,1,16,40,136,133,6,3.9000000000000004,2.2,68.43,63.79,0.08,1029,6,448,86,819,0
2021,1,1,16,45,123,121,4,3.9000000000000004,2.1,68.43,63.72,0.08,1029,6,449,86,820,0
2021,1,1,16,50,110,109,2,3.9000000000000004,2.1,68.43,63.67,0.08,1029,6,450,86,820,0
2021,1,1,16,55,123,121,4,3.9000000000000004,2.1,68.43,63.64,0.08,1029,6,449,86,816,0
2021,1,1,17,0,111,109,3,3.9000000000000004,2,68.37,63.63,0.08,1028,6,449,86,816,0
2021,1,1,17,5,104,103,2,3.9000000000000004,2,68.37,63.64,0.08,1028,6,449,86,816,0
2021,1,1,17,10,123,121,4,3.8000000000000003,2,68.85000000000001,63.67,0.08,1028,6,448,86,816,0
2021,1,1,17,15,141,137,8,3.8000000000000003,2,68.85000000000001,63.72,0.08,1028,6,447,86,815,0
2021,1,1,17,20,140,137,8,3.8000000000000003,2,68.85000000000001,63.800000000000004,0.08,1028,6,443,86,810,0
2021,1,1,17,25,119,118,4,3.8000000000000003,2,68.85000000000001,63.89,0.08,1028,6,442,86,809,0
2021,1,1,17,30,144,140,9,3.8000000000000003,2,68.85000000000001,64.01,0.08,1028,6,440,86,808,0
2021,1,1,17,35,145,141,9,3.8000000000000003,2,71.17,64.15,0.08,1028,6,439,82,817,0
2021,1,1,17,40,103,102,2,3.8000000000000003,2,71.17,64.3,0.08,1028,6,436,82,815,0
2021,1,1,17,45,103,102,2,3.8000000000000003,2,71.17,64.48,0.08,1028,6,430,82,809,0
2021,1,1,17,50,102,101,4,3.8000000000000003,2,71.17,64.68,0.08,1028,6,427,81,807,0
2021,1,1,17,55,98,97,2,3.8000000000000003,2,71.10000000000001,64.9,0.08,1027,6,422,81,805,0
2021,1,1,18,0,121,119,5,3.7,2,71.60000000000001,65.14,0.08,1027,6,418,81,802,0
2021,1,1,18,5,101,99,4,3.7,1.9000000000000001,71.60000000000001,65.4,0.08,1027,6,413,80,799,0
2021,1,1,18,10,131,126,12,3.7,1.9000000000000001,71.60000000000001,65.68,0.08,1027,6,406,80,792,0
2021,1,1,18,15,126,121,11,3.7,1.8,71.60000000000001,65.97,0.08,1027,6,401,79,789,0
2021,1,1,18,20,120,117,10,3.7,1.8,71.60000000000001,66.29,0.08,1027,6,394,79,785,0
2021,1,1,18,25,120,116,10,3.7,1.7000000000000002,71.60000000000001,66.62,0.08,1027,6,387,78,777,0
2021,1,1,18,30,111,108,8,3.7,1.7000000000000002,71.60000000000001,66.98,0.08,1027,6,380,78,773,0
2021,1,1,18,35,119,116,8,3.6,1.7000000000000002,76.33,67.35,0.08,1027,6,377,70,796,0
2021,1,1,18,40,111,109,6,3.6,1.6,76.33,67.74,0.08,1027,6,369,70,791,0
2021,1,1,18,45,90,89,2,3.6,1.6,76.33,68.14,0.08,1027,6,360,69,783,0
